id(pk),id,codigo_act
27135,9767483,465111
27136,10895450,465111
27137,11148354,465111
27138,9810296,465111
27139,11280870,465111
27140,7049064,465111
27141,10484505,465111
27142,137061,465111
27143,7368652,465111
27144,9642933,465111
27145,136983,465111
27146,7049321,465111
27147,8552261,465111
27148,9737489,463211
27149,10417011,463215
27150,154017,461190
27151,9083677,463211
27152,10438393,461213
27153,97080,463212
27154,87160,463310
27155,11496577,463310
27156,11390887,466112
27157,6283432,466112
27158,56423,464111
27159,8370317,463211
27160,11700905,461110
27161,9546282,466410
27162,10311757,463211
27163,11206386,465212
27164,9677183,463211
27165,10751066,465111
27166,9507802,463211
27167,70233,463211
27168,7346218,463211
27169,6959268,463211
27170,10422060,463211
27171,109984,463211
27172,9565367,465111
27173,87230,463211
27174,67059,466111
27175,87226,463211
27176,10173850,463212
27177,8849573,463214
27178,9404670,463211
27179,11348049,463211
27180,8301328,465912
27181,8346516,461110
27182,9353700,463211
27183,11015023,463211
27184,6908120,466312
27185,7066399,465311
27186,135814,468211
27187,6283281,466112
27188,6958923,463211
27189,9699020,463211
27190,9404186,464121
27191,9464939,464121
27192,8304541,461160
27193,9968894,466410
27194,152940,467115
27195,11030389,463310
27196,11611407,463310
27197,60560,463211
27198,9969549,463211
27199,9977875,465912
27200,9539327,461130
27201,66111,461160
27202,134398,466111
27203,9432342,466111
27204,133063,466111
27205,135242,462112
27206,56671,462112
27207,96208,462112
27208,134472,464121
27209,9284038,464121
27210,56535,464121
27211,147310,464121
27212,9723515,465915
27213,11237683,466311
27214,8356688,466212
27215,10867371,467115
27216,144934,465911
27217,9862301,466212
27218,10862995,463211
27219,10244334,469110
27220,10284571,463211
27221,10066560,463211
27222,9604535,463211
27223,6972730,461190
27224,9450768,463211
27225,8356616,463211
27226,138956,465111
27227,7803714,465111
27228,7004843,466410
27229,10259119,466410
27230,11617681,468111
27231,11538433,467111
27232,7368822,465213
27233,9635407,463211
27234,52969,465213
27235,8485979,465213
27236,110902,465213
27237,11405517,466410
27238,96452,465213
27239,8319705,466410
27240,10517941,465213
27241,7005063,465213
27242,6948410,465213
27243,11591116,465213
27244,8515285,465215
27245,83458,468311
27246,10347984,465213
27247,148005,465213
27248,6959370,463211
27249,11146964,467114
27250,8346763,463211
27251,11137583,465111
27252,11564014,465111
27253,9587722,465111
27254,10914567,466410
27255,8316897,463215
27256,9723629,466410
27257,9839095,466112
27258,10185076,463211
27259,9360180,463211
27260,10840301,465212
27261,8485490,466112
27262,7623062,466410
27263,11282153,463211
27264,8551646,463211
27265,11362025,463211
27266,11104989,466112
27267,10749552,466212
27268,9795885,461123
27269,10188008,461123
27270,7016920,465213
27271,11584437,465213
27272,6285455,467115
27273,8562008,461110
27274,9449881,463211
27275,10076809,461190
27276,11071585,461110
27277,11534728,465912
27278,11092832,461140
27279,11285184,464113
27280,11458387,464111
27281,9983764,465914
27282,6473087,467115
27283,82347,466211
27284,11257064,464112
27285,10730407,461213
27286,10560917,464113
27287,10057566,466211
27288,9426862,463215
27289,10746193,464113
27290,98483,467115
27291,7344966,464113
27292,9297596,465919
27293,10126580,464113
27294,115192,463211
27295,9610999,467117
27296,6962033,467111
27297,8312883,467111
27298,119558,463211
27299,10489195,465213
27300,10209449,465111
27301,11206360,465111
27302,9488995,465111
27303,11614221,465111
27304,10514616,465111
27305,8313425,465111
27306,11269382,465111
27307,87927,463215
27308,9594702,463215
27309,10292062,463215
27310,9345649,463215
27311,7004618,463215
27312,10503748,466211
27313,10970716,463211
27314,94278,463211
27315,9569630,465212
27316,10561903,463211
27317,10684755,461160
27318,11001616,463211
27319,11288269,463211
27320,9134265,463211
27321,74638,468112
27322,11332041,465214
27323,95396,462112
27324,62109,461110
27325,11346012,466212
27326,8320008,466112
27327,11668887,465211
27328,9765420,465311
27329,11629834,463211
27330,11613057,463214
27331,10710475,466212
27332,11078093,466410
27333,10303697,462112
27334,8672114,465915
27335,10990913,465215
27336,9411223,465111
27337,7344899,465111
27338,8766318,465111
27339,9421302,465111
27340,6802716,465111
27341,6474478,465111
27342,7048812,465111
27343,150364,463215
27344,11597942,463215
27345,8094180,465111
27346,9458834,465111
27347,6802719,465111
27348,9469812,465111
27349,111304,465111
27350,9445749,465111
27351,6802717,465111
27352,9444540,465111
27353,8313544,465111
27354,145553,465111
27355,105509,465111
27356,8362600,465111
27357,8565645,465111
27358,9443889,465111
27359,8567590,465111
27360,8320601,465111
27361,133527,465111
27362,10321177,465111
27363,7048380,463211
27364,10738580,463211
27365,10787277,463215
27366,9091843,463211
27367,8280635,463211
27368,9912594,465912
27369,9768504,463215
27370,136701,467111
27371,94745,467111
27372,9714259,467111
27373,9559555,465912
27374,11563962,466312
27375,125215,463211
27376,9990283,465212
27377,140200,463211
27378,7623109,466212
27379,8551680,463211
27380,10910465,463211
27381,11069883,463211
27382,10414136,465311
27383,9991390,461213
27384,87153,463211
27385,10063883,461213
27386,10534665,463211
27387,8370316,463211
27388,11421556,465912
27389,9686730,463211
27390,10235326,463211
27391,9796534,463211
27392,9287058,465112
27393,11284824,461110
27394,9440981,463211
27395,11332747,463211
27396,92317,465213
27397,8565493,463211
27398,9478501,461212
27399,113295,464121
27400,140267,464121
27401,84476,464121
27402,9315190,463211
27403,7633819,463211
27404,7633875,463211
27405,9457344,463211
27406,6801815,463211
27407,8551594,466112
27408,10444476,466212
27409,59351,468211
27410,8346576,461110
27411,11212616,461110
27412,9770276,461160
27413,11489155,461121
27414,9553395,461130
27415,9310729,461110
27416,6960001,461110
27417,11046434,467111
27418,9681867,467116
27419,8515030,467113
27420,116022,467111
27421,10193385,467113
27422,9281768,466410
27423,10371895,465912
27424,10729183,465915
27425,10510371,463211
27426,10946459,463211
27427,86765,463211
27428,8369973,461110
27429,11313505,467112
27430,9293584,462111
27431,9285161,462111
27432,6960204,462112
27433,8756632,462111
27434,6284079,462111
27435,6701477,462111
27436,9398199,462111
27437,6707115,462111
27438,6846672,462111
27439,9639588,461150
27440,9498878,461110
27441,10856908,461110
27442,11688122,461110
27443,9791636,463211
27444,9872433,463211
27445,9771036,465914
27446,10219625,466111
27447,10817208,465311
27448,9638148,466212
27449,9300284,466112
27450,10638144,461110
27451,9914757,467111
27452,11503846,461110
27453,8346543,467113
27454,11664958,465915
27455,11297834,466410
27456,11273666,467111
27457,8346542,461160
27458,9766762,467111
27459,7622578,465914
27460,9962526,467111
27461,10518842,461110
27462,52833,466111
27463,11235394,463211
27464,8558434,464113
27465,7078747,466410
27466,10529686,466112
27467,11336543,466410
27468,10937880,466410
27469,6948218,466410
27470,10160480,461110
27471,9281765,461110
27472,11184644,468211
27473,7155970,461110
27474,7017429,461110
27475,6929886,465914
27476,10139074,466112
27477,10115642,466111
27478,9775865,465915
27479,10765573,465915
27480,10765534,465915
27481,8567686,465915
27482,11465861,461110
27483,7621850,465915
27484,83958,467111
27485,8370207,466410
27486,8379564,466410
27487,8313742,461110
27488,10419427,461110
27489,11397818,463113
27490,6491496,466410
27491,8301594,466319
27492,9977691,466319
27493,7155968,461121
27494,11580936,468112
27495,10928902,465914
27496,6285522,461160
27497,10425986,464111
27498,9887258,465915
27499,129552,467111
27500,11212647,467111
27501,8321069,461110
27502,10025239,466312
27503,9540187,466312
27504,11680682,461130
27505,115333,461130
27506,57398,461130
27507,9592550,465914
27508,109820,461140
27509,11266160,466312
27510,9035792,461130
27511,9275404,461130
27512,10148266,468213
27513,8039488,466312
27514,11378378,465914
27515,8558436,466112
27516,10740382,466112
27517,96562,467115
27518,6189589,461123
27519,126867,467111
27520,97859,461110
27521,8346306,461110
27522,8356456,466410
27523,10947526,466111
27524,109227,461130
27525,10746267,463211
27526,11549505,465915
27527,131757,465111
27528,9572400,466112
27529,7804327,468419
27530,9341015,461110
27531,10595657,461213
27532,9518911,463211
27533,86858,463211
27534,9797308,461190
27535,9763896,466410
27536,8280606,461160
27537,11314057,461110
27538,9828306,461130
27539,11486489,461213
27540,115259,461130
27541,55539,461130
27542,9096027,467112
27543,10085746,468212
27544,11269062,468212
27545,9711040,468212
27546,10064741,468212
27547,11136712,461110
27548,8589251,465312
27549,6282874,462111
27550,10485813,461110
27551,8551972,461160
27552,7622056,461160
27553,8434218,461160
27554,7017409,461160
27555,6282873,462111
27556,10449010,467112
27557,70370,461130
27558,152316,461140
27559,6284862,462111
27560,11355339,464111
27561,6283519,464111
27562,11189262,461150
27563,115978,467111
27564,10172296,466312
27565,7622057,463211
27566,152234,461110
27567,58481,461130
27568,7017406,461130
27569,8313662,461170
27570,11003249,465111
27571,9946762,461140
27572,11023428,461160
27573,11573580,461140
27574,9770033,466319
27575,6286236,463211
27576,10351478,461110
27577,7377657,466410
27578,9985695,467115
27579,11111290,468213
27580,6282877,462111
27581,7017410,461140
27582,105922,461110
27583,11442792,465111
27584,8320167,465311
27585,6283981,467112
27586,6286567,462111
27587,6287458,462111
27588,6780593,462111
27589,9847703,461110
27590,8316756,461110
27591,7017289,461160
27592,113138,461130
27593,8312872,465912
27594,6286568,462111
27595,8552457,468419
27596,67566,465111
27597,11445388,461123
27598,6284080,462111
27599,9601413,466212
27600,10496956,466212
27601,10867639,466111
27602,11000484,461110
27603,6283983,467112
27604,9995585,461110
27605,7017293,461130
27606,11336215,461110
27607,10156358,461110
27608,10598218,466111
27609,10054362,465915
27610,9650245,465915
27611,8280199,466211
27612,10829511,466410
27613,8551838,466410
27614,10385349,463211
27615,10662250,463211
27616,9855272,463211
27617,8329615,465915
27618,8316677,465915
27619,11163241,463111
27620,11609497,466319
27621,6284078,462111
27622,9531633,466312
27623,10922655,468213
27624,11089161,461130
27625,11329008,466112
27626,10723244,468212
27627,6948321,468212
27628,9755747,468212
27629,11196081,468212
27630,10032178,468212
27631,10344969,468212
27632,7155972,468212
27633,8485988,461170
27634,6287525,461211
27635,6288307,461211
27636,10347351,461110
27637,72956,461211
27638,10757908,464111
27639,7017111,463213
27640,6286419,468111
27641,9596889,466410
27642,8551504,467111
27643,11387572,466112
27644,9824593,466111
27645,69984,461190
27646,9529552,468211
27647,11334725,461170
27648,11638710,465914
27649,9336434,463215
27650,11180902,463216
27651,10630026,463216
27652,10816486,463216
27653,8486265,465915
27654,10996229,463215
27655,10537823,463215
27656,11656496,463216
27657,8313873,465914
27658,94173,463216
27659,10204991,463215
27660,76733,465914
27661,55537,466114
27662,9332351,463310
27663,134083,465914
27664,10209110,465914
27665,11506640,463215
27666,7345625,463216
27667,100183,463211
27668,70241,463211
27669,83509,468211
27670,96350,468212
27671,94492,468211
27672,8553000,467111
27673,9643232,467111
27674,10187667,467117
27675,6283373,467111
27676,6283909,467111
27677,9708843,463211
27678,100437,463211
27679,71191,463211
27680,11412551,463211
27681,8370095,461121
27682,9584864,461213
27683,10438211,461110
27684,96262,463111
27685,9490986,463111
27686,121444,463111
27687,9406125,461121
27688,120867,463211
27689,6948418,463212
27690,146166,463113
27691,10240729,463212
27692,8369939,465112
27693,7634108,461170
27694,10969251,465912
27695,10091620,463215
27696,10072091,463211
27697,11169876,463211
27698,9750054,465111
27699,10769326,461110
27700,100454,465112
27701,10702167,461190
27702,11546106,465212
27703,10652562,466212
27704,10124790,466212
27705,9851881,465912
27706,96806,468211
27707,9670334,467112
27708,11156511,463211
27709,9620589,463112
27710,9828289,463215
27711,11579150,461110
27712,92134,463211
27713,10755769,463211
27714,11593186,463112
27715,10569884,461140
27716,9717104,461213
27717,7005411,468211
27718,9822207,468211
27719,146028,465111
27720,8319565,463211
27721,95642,468112
27722,55005,463215
27723,64254,463310
27724,122624,461190
27725,10874694,461190
27726,11459452,461160
27727,9785954,461190
27728,8362395,461190
27729,11038084,461140
27730,11328981,461190
27731,7138541,461110
27732,7138546,461190
27733,8112708,461190
27734,133256,461110
27735,9385659,461190
27736,10441647,461160
27737,11336142,461160
27738,10476591,461160
27739,6915986,461190
27740,11689675,461190
27741,8728133,461190
27742,10938965,461110
27743,11020660,461190
27744,10954351,461190
27745,136900,461160
27746,10004954,461190
27747,11163960,462112
27748,7156176,461190
27749,9705617,461160
27750,9694585,461190
27751,11430247,461190
27752,73387,461110
27753,10681200,461110
27754,7016820,461190
27755,11516794,461190
27756,11422810,464113
27757,9634097,464113
27758,11490686,464113
27759,71641,464113
27760,109516,464113
27761,8850556,464113
27762,145829,464113
27763,6977737,464113
27764,7016586,465919
27765,10882244,465919
27766,8317373,465913
27767,11691479,464113
27768,114816,464113
27769,8279986,464113
27770,120693,464113
27771,11013014,464113
27772,6948834,464113
27773,141731,464113
27774,8362075,464113
27775,11325294,464113
27776,9506385,461140
27777,9971745,464113
27778,7058092,464113
27779,11147363,465919
27780,10937915,464113
27781,10472931,464113
27782,64007,464113
27783,9865819,464113
27784,125414,464113
27785,9506742,464113
27786,11390902,464113
27787,10113298,464113
27788,9738228,464113
27789,155402,464113
27790,99813,464113
27791,9705574,464113
27792,54134,464113
27793,10767796,464113
27794,115017,465919
27795,54540,464113
27796,70307,464113
27797,10783336,465919
27798,11339363,464113
27799,55945,464113
27800,8728067,464113
27801,6907868,464113
27802,11627359,464113
27803,55956,464113
27804,108160,464113
27805,11289301,465919
27806,54987,464113
27807,121436,464113
27808,8551561,464113
27809,114303,464113
27810,155420,464113
27811,52984,465919
27812,10790531,464113
27813,9786864,464113
27814,142642,464113
27815,10821700,464113
27816,73923,464113
27817,10791505,464113
27818,10305191,464113
27819,9141637,465919
27820,7816252,465919
27821,147743,465913
27822,11190350,464113
27823,8849880,465919
27824,107932,465919
27825,10087441,464113
27826,10144338,465919
27827,10267345,464113
27828,9052529,464113
27829,6977836,464113
27830,9904270,464113
27831,104698,465919
27832,10520042,464113
27833,65571,464113
27834,7049326,464113
27835,9354618,464113
27836,146360,464113
27837,6959683,464113
27838,133533,464113
27839,7017256,464113
27840,11028058,464113
27841,7004547,465919
27842,9608377,464113
27843,6948735,464113
27844,111155,465919
27845,54934,465919
27846,8346545,465919
27847,11597714,464113
27848,9678083,464113
27849,9156046,465919
27850,7017288,464113
27851,152283,464113
27852,10526419,464113
27853,9985590,465919
27854,10332938,465919
27855,64761,464113
27856,56615,464113
27857,9197937,464113
27858,10077675,464113
27859,106624,464113
27860,8955862,464113
27861,11044210,465913
27862,152554,465919
27863,8485393,465919
27864,121748,465919
27865,11440086,464113
27866,9498584,464113
27867,126786,465919
27868,113202,464113
27869,11417883,464113
27870,107585,464113
27871,112373,464113
27872,106639,464113
27873,10444751,464113
27874,9423417,464113
27875,139590,464113
27876,122876,465919
27877,6908479,464113
27878,6914935,464113
27879,8313225,465919
27880,10391597,464113
27881,64785,464113
27882,124971,464113
27883,10758639,465919
27884,123858,465919
27885,8320521,464113
27886,134503,464113
27887,11622024,464113
27888,133000,465919
27889,11089615,465912
27890,10581904,464113
27891,126245,464113
27892,9610238,464113
27893,11680377,464113
27894,9857348,465913
27895,8486136,464113
27896,115912,464113
27897,114808,464113
27898,126297,464113
27899,124820,464113
27900,10052778,464113
27901,9979274,465919
27902,6908812,465919
27903,141239,464113
27904,9707933,466312
27905,9721148,461190
27906,10187343,463310
27907,155038,463310
27908,9864867,463310
27909,11645062,463310
27910,8301684,463310
27911,11619483,463310
27912,100618,463310
27913,6948476,463310
27914,10570199,463310
27915,8697821,463310
27916,8304170,463310
27917,10468696,461160
27918,58549,464111
27919,144764,464111
27920,70890,464111
27921,136233,464113
27922,68670,464111
27923,8369977,464113
27924,90283,464111
27925,75357,464112
27926,61766,464111
27927,60819,464111
27928,68674,464111
27929,90454,464111
27930,53479,464112
27931,139240,464111
27932,73540,464111
27933,57767,464111
27934,57719,464113
27935,9608911,464111
27936,86277,464111
27937,7048803,464111
27938,65969,464111
27939,138017,464113
27940,6478876,464111
27941,149654,464111
27942,6287571,464112
27943,73655,464111
27944,6282701,464112
27945,9279022,464111
27946,8781622,464111
27947,6701501,464112
27948,6286240,464112
27949,84489,464111
27950,6285867,464112
27951,8781624,464111
27952,6284074,464112
27953,6286324,464112
27954,6283917,464112
27955,6282999,464112
27956,87257,464111
27957,6852134,464112
27958,6286322,464112
27959,6284073,464112
27960,8320512,464111
27961,6973146,464111
27962,6285868,464112
27963,6930479,464111
27964,92267,464111
27965,10789320,464111
27966,80142,464111
27967,116217,464111
27968,8849600,463211
27969,10331503,463211
27970,8849540,463211
27971,10364237,463211
27972,9529953,463211
27973,10264309,463211
27974,11526905,463211
27975,7058259,461213
27976,11222463,466312
27977,6772510,463211
27978,9926023,463211
27979,6962125,465111
27980,10834871,463211
27981,9834304,463211
27982,10203828,463211
27983,9597499,463211
27984,11123688,463211
27985,9795468,463211
27986,9979625,463211
27987,11128275,463211
27988,10984824,463211
27989,10500613,463211
27990,9654654,463211
27991,10013990,463211
27992,63636,463211
27993,105253,463211
27994,10071235,463211
27995,7633942,463211
27996,9931709,463211
27997,11574182,463211
27998,11485159,463211
27999,8320651,463211
28000,11530642,463211
28001,8317113,463211
28002,8301524,463211
28003,11597276,463211
28004,81717,463211
28005,8940244,466410
28006,10787973,463211
28007,9884449,463211
28008,6973033,463211
28009,11604625,463212
28010,11638415,463211
28011,10766720,463211
28012,10462849,463211
28013,9918723,463211
28014,7078634,463211
28015,9758930,463211
28016,10175542,463211
28017,11597632,463211
28018,8312986,463211
28019,118787,465912
28020,10710874,463211
28021,11179432,463211
28022,6423525,463211
28023,140144,463211
28024,10780058,463211
28025,11341469,463211
28026,118246,463211
28027,89093,463211
28028,11097563,466410
28029,9966077,463211
28030,11563029,463211
28031,9744026,463211
28032,11433533,463211
28033,10802073,463211
28034,11315165,463211
28035,11091488,463211
28036,100053,463211
28037,8551946,463211
28038,10493999,463211
28039,11070889,463211
28040,9607272,463213
28041,8320639,463211
28042,11127997,463211
28043,11008916,463211
28044,11529990,465212
28045,9665146,465911
28046,83186,463211
28047,71242,463211
28048,10995495,463211
28049,57206,463211
28050,10275697,463211
28051,10702108,463213
28052,10434009,463211
28053,8313604,463212
28054,114761,463211
28055,10776214,463211
28056,9069286,463211
28057,99941,463211
28058,11325768,463211
28059,11120211,463211
28060,11670326,463211
28061,8312938,463211
28062,11404422,463211
28063,10943297,463211
28064,8312817,463211
28065,9500131,463211
28066,9871814,463211
28067,8917104,463213
28068,11360709,463211
28069,9735679,465111
28070,65579,463211
28071,9899499,463211
28072,11527399,465912
28073,78479,463211
28074,6930263,463211
28075,9786345,463211
28076,8312931,463211
28077,8313824,463211
28078,10915683,461211
28079,8411674,463211
28080,10612486,463211
28081,7005288,465215
28082,6189711,463213
28083,88734,463211
28084,6962018,463211
28085,9950884,463211
28086,8316578,463211
28087,132182,463211
28088,133569,463211
28089,11527567,463211
28090,9689592,463211
28091,7156170,463211
28092,9744548,463211
28093,64686,463211
28094,8313704,463211
28095,121837,465919
28096,8370063,463211
28097,11125642,463211
28098,7369090,463211
28099,9533433,463211
28100,7138135,463211
28101,7368678,463211
28102,10272839,463211
28103,8317437,463211
28104,118432,463211
28105,9826172,463211
28106,9118450,463211
28107,9799554,463211
28108,11032526,463211
28109,8402965,463211
28110,8402966,463211
28111,8402967,463211
28112,10067920,463211
28113,105251,463211
28114,6914516,463211
28115,7016752,463211
28116,10920305,463211
28117,105962,463211
28118,10400228,463211
28119,11071106,463211
28120,11291848,463211
28121,147612,463211
28122,6948192,463211
28123,10906184,463211
28124,7017261,463211
28125,7138196,463211
28126,75080,463211
28127,105223,463310
28128,114973,463211
28129,10830205,463211
28130,8849453,463211
28131,10096592,463211
28132,7804100,463211
28133,9597508,463211
28134,6915960,463211
28135,10721666,463211
28136,7621973,465111
28137,7622125,463211
28138,105222,463211
28139,77043,463211
28140,11331305,463211
28141,9784174,463211
28142,97394,463211
28143,124489,463211
28144,10002204,463211
28145,11603008,463211
28146,10666452,463211
28147,128268,463211
28148,9149272,463211
28149,133535,463211
28150,11243555,463211
28151,73574,463211
28152,8485663,463211
28153,67823,463211
28154,11065988,463310
28155,134893,463211
28156,8313289,463211
28157,10440669,465111
28158,10235510,463211
28159,11137615,465212
28160,11247688,463211
28161,10254105,463211
28162,10329236,463211
28163,8312996,463211
28164,8850542,463211
28165,9603097,463211
28166,8346638,463215
28167,8552283,463211
28168,8552296,463211
28169,11139112,463211
28170,72795,463211
28171,11477049,463211
28172,7345967,463211
28173,10716242,463211
28174,9509306,463211
28175,10353245,463211
28176,9936908,463211
28177,10626729,463211
28178,8766530,463213
28179,7004529,463211
28180,10672784,463211
28181,10843374,463211
28182,10752746,463211
28183,69490,463211
28184,6948319,465111
28185,108721,463211
28186,10965342,463211
28187,9524221,463214
28188,7156059,463211
28189,6422475,463211
28190,10592674,463211
28191,6972797,463211
28192,141299,463211
28193,7049003,463211
28194,11018204,463211
28195,10081596,463211
28196,9781573,463211
28197,6948631,463211
28198,10690960,463211
28199,8312825,463211
28200,7345405,463211
28201,9593993,463211
28202,111590,463211
28203,11684637,463211
28204,83188,463211
28205,8312930,463211
28206,11223848,463211
28207,11502438,463211
28208,7138286,463211
28209,10788043,463211
28210,10801524,466410
28211,9834740,463211
28212,10961108,463211
28213,10165932,463211
28214,122629,463211
28215,6959679,463211
28216,10704726,463211
28217,10481221,463211
28218,10038067,463211
28219,11038032,463211
28220,149616,463211
28221,9193586,463211
28222,10767383,463211
28223,9879441,463211
28224,6948493,463211
28225,105199,463211
28226,8280140,463211
28227,69716,463211
28228,11511972,463211
28229,66246,463211
28230,108644,463211
28231,10938221,463211
28232,11097797,463211
28233,7803713,463211
28234,10095208,463211
28235,9663610,463211
28236,8551822,463211
28237,9598046,463211
28238,9168782,463211
28239,9718302,463211
28240,114520,463213
28241,9806517,463211
28242,6960110,463211
28243,10261264,463211
28244,11224971,463211
28245,11639289,463211
28246,11252200,466410
28247,103516,463211
28248,9709410,463211
28249,9988509,463211
28250,10038330,463211
28251,10301393,463211
28252,11060720,463211
28253,9649825,463211
28254,11457010,463211
28255,9637158,463211
28256,9586396,463211
28257,10163435,463211
28258,8485861,463211
28259,78678,466410
28260,9581156,463211
28261,8319690,463211
28262,132985,463211
28263,8728349,463211
28264,11036228,463211
28265,10066221,463211
28266,8312826,463211
28267,8677792,463211
28268,10672416,463211
28269,11599963,463211
28270,11522572,463211
28271,11033408,463211
28272,10564776,463211
28273,11026441,463211
28274,11192718,463211
28275,10252483,463211
28276,11264649,465215
28277,10277177,463211
28278,9458113,463211
28279,11545763,463211
28280,8280628,463211
28281,11479422,463211
28282,11062111,463211
28283,9675145,466410
28284,10107292,463211
28285,11191639,463211
28286,136128,463211
28287,9612200,463211
28288,8346292,463211
28289,10339726,463215
28290,10674579,463211
28291,9713723,466410
28292,6423123,463211
28293,10961469,463211
28294,10847564,463211
28295,10299970,463211
28296,125830,467111
28297,8316716,463211
28298,8317378,463212
28299,8723415,468411
28300,8723760,468411
28301,8724131,468411
28302,76189,468411
28303,8723377,468411
28304,8723413,468411
28305,6284878,468411
28306,110995,468411
28307,6757338,468411
28308,141811,468411
28309,76323,468411
28310,6284700,468411
28311,115584,468411
28312,76312,468411
28313,8737736,468411
28314,6929971,466212
28315,10820748,463211
28316,11179421,463215
28317,109026,468211
28318,10938512,466312
28319,8552879,465915
28320,9454736,463310
28321,9402734,463310
28322,9463159,461121
28323,11184839,468211
28324,10227249,465212
28325,8304875,463211
28326,10332043,463211
28327,7017291,461140
28328,11231252,461140
28329,10373037,463211
28330,8312653,461140
28331,10106751,465111
28332,136613,465111
28333,8112509,465111
28334,134313,465111
28335,11080554,466410
28336,9561257,463215
28337,7005242,461110
28338,11334877,466319
28339,8319896,463211
28340,9812209,465212
28341,10623636,465215
28342,8589314,468213
28343,156399,468213
28344,6722514,461211
28345,142078,468112
28346,154819,466111
28347,11453649,461110
28348,9969106,463211
28349,9252817,466112
28350,10247544,466312
28351,71238,463211
28352,8304762,463211
28353,9366506,463310
28354,113128,461130
28355,73020,461110
28356,114454,468211
28357,6915305,465111
28358,11224657,466410
28359,10462938,463211
28360,11543409,466410
28361,10328903,465111
28362,9916071,465111
28363,9999781,464112
28364,11100884,464112
28365,10446955,464111
28366,11205667,468211
28367,10608807,468211
28368,9370038,461212
28369,64730,463211
28370,145552,465912
28371,11098185,461190
28372,10092593,465911
28373,9833236,463211
28374,7156195,461110
28375,10612451,467113
28376,131595,464121
28377,8724148,464111
28378,10558191,461110
28379,11161012,465915
28380,11267149,463211
28381,8345711,463212
28382,10716487,465215
28383,8552923,465215
28384,10308896,463211
28385,10764951,466312
28386,9508528,461170
28387,10106306,461160
28388,132559,463211
28389,10355633,463211
28390,10937541,463211
28391,9958128,463213
28392,83189,463211
28393,10938042,463211
28394,10662706,463211
28395,9982622,463214
28396,6948599,466410
28397,8727867,463211
28398,92343,466111
28399,10143132,466312
28400,7622170,463211
28401,9698367,466112
28402,9110309,461150
28403,11249598,463211
28404,8320229,464121
28405,9398618,464121
28406,9386908,468211
28407,10690731,463211
28408,10620572,465912
28409,11273272,463211
28410,11455758,466410
28411,9409301,462210
28412,74598,463211
28413,10352944,466111
28414,8313484,466212
28415,8356744,463211
28416,8160766,467111
28417,10850733,468212
28418,7155818,466410
28419,10029550,465111
28420,107166,461110
28421,131140,466212
28422,11074843,461190
28423,10885033,461110
28424,136431,461212
28425,8313663,461130
28426,6948655,463211
28427,11345992,461110
28428,109084,468211
28429,8797798,461110
28430,6287816,468111
28431,6287815,468111
28432,6972728,461110
28433,102290,463214
28434,10785017,466410
28435,10691921,461160
28436,10817066,461190
28437,153396,461110
28438,135681,461190
28439,10923669,461190
28440,9224162,461190
28441,6971889,461110
28442,9554765,461190
28443,106093,465311
28444,10278768,463215
28445,58468,461160
28446,10500993,461110
28447,11336199,461190
28448,8320200,461213
28449,61582,462112
28450,6907838,461190
28451,10515293,461213
28452,9841137,461110
28453,100025,461190
28454,11413442,461190
28455,87742,466410
28456,10024521,466212
28457,10104623,466212
28458,10890062,466212
28459,11078949,466212
28460,6908271,461160
28461,9758691,461160
28462,9623160,461160
28463,6971092,467116
28464,11661108,465212
28465,9035345,463211
28466,8346391,463211
28467,10272996,468212
28468,11692611,468211
28469,54986,465915
28470,10340331,463310
28471,88498,468112
28472,10180848,463211
28473,8320418,467111
28474,140356,461110
28475,9465805,462111
28476,9402441,462111
28477,9449391,462111
28478,9448713,462111
28479,8369989,465111
28480,70990,465111
28481,11584685,465111
28482,8320413,465111
28483,11091992,465111
28484,11693715,461130
28485,11069447,464111
28486,7623146,461170
28487,7621700,461170
28488,11448714,465111
28489,139127,461110
28490,6282638,462112
28491,6285594,462111
28492,6282829,462111
28493,6286780,462111
28494,6789397,462111
28495,6283898,462111
28496,6284324,462111
28497,6283163,462111
28498,6282639,462111
28499,6286283,462111
28500,6283353,462111
28501,6283564,462111
28502,6287580,462111
28503,6286059,462111
28504,6282824,462111
28505,6283843,462111
28506,6286782,462111
28507,6283961,462111
28508,6286064,462111
28509,6283270,462111
28510,6283577,462111
28511,6283117,462111
28512,6287711,462111
28513,6283129,462111
28514,6284215,462111
28515,6284932,462111
28516,6283839,462111
28517,6284304,462111
28518,6284188,462111
28519,6282821,462111
28520,6287400,462111
28521,6287712,462111
28522,6282819,462111
28523,6287709,462111
28524,6284863,462111
28525,6282828,462111
28526,6287579,462111
28527,6789309,462111
28528,6282818,462111
28529,6283907,462111
28530,6286779,462111
28531,6287484,462111
28532,6283352,462111
28533,9432702,462111
28534,6284864,462111
28535,6287169,462111
28536,6284865,462111
28537,6284933,462111
28538,6283245,462111
28539,6282823,462111
28540,6283000,462111
28541,6283950,462111
28542,6285927,462111
28543,6287708,462111
28544,6284165,462111
28545,6282822,462111
28546,6283970,462111
28547,6283920,462111
28548,6282688,462111
28549,6283578,462111
28550,6286061,462111
28551,6286062,462111
28552,6282635,462111
28553,6283930,462111
28554,6283579,462111
28555,6284150,462111
28556,6282636,462111
28557,6284058,462111
28558,6284866,462111
28559,6286778,462111
28560,6286781,462111
28561,6286284,462111
