id(pk),id,codigo_act
1228,9035779,238210
1229,10511878,238222
1230,9316242,237312
1231,6142431,236221
1232,6726888,238110
1233,11636456,238210
1234,6769873,236111
1235,124536,237111
1236,9224137,238110
1237,9306567,236112
1238,6142498,237311
1239,9288713,236111
1240,6164175,236111
1241,11312330,238221
1242,8880121,238210
1243,6729784,236112
1244,6142459,237111
1245,9317393,236111
1246,6695131,237212
1247,6142685,238910
1248,6948320,236111
1249,123361,236112
1250,10368768,236221
1251,8301564,238210
1252,79910,238290
1253,6857797,236211
1254,97503,236221
1255,6731523,236111
1256,9223703,237112
1257,10173039,238320
1258,6142696,237131
1259,9306501,237212
1260,7622849,236111
1261,6142482,236111
1262,6694274,236111
1263,9322583,236221
1264,6707369,236111
1265,9270084,236111
1266,9303458,236221
1267,6142596,236221
1268,6142519,236211
1269,9306515,236112
1270,6142524,236211
1271,9283653,236211
1272,6142435,237212
1273,6142723,236211
1274,70040,238210
1275,123736,238290
1276,9040683,238290
1277,6977819,238190
1278,10660680,238290
1279,6948423,238350
1280,70361,238210
1281,60946,238210
1282,10976050,238390
1283,9468142,237131
1284,6142434,236221
1285,154862,238210
1286,11680146,236111
1287,6142531,236111
1288,9314922,236221
1289,9324797,236111
1290,108435,236211
1291,9224130,236211
1292,9288723,236211
1293,6164171,236221
1294,9320253,236112
1295,9289053,236111
1296,11456926,238350
1297,10541969,238350
1298,6142509,237111
1299,8313470,238320
1300,9109666,237111
1301,11300545,238210
1302,11502682,238222
1303,154915,238222
1304,67699,238222
1305,6959559,236221
1306,6142556,236111
1307,7346108,238330
1308,9321936,238910
1309,11176329,237212
1310,9224138,238910
1311,8362102,238350
1312,6142506,237212
1313,9288806,238910
1314,95740,236111
1315,6142488,236221
1316,6142491,236211
1317,10316490,236111
1318,9321955,236111
1319,9331946,236111
1320,7622953,238350
1321,9320620,237212
1322,9270454,236111
1323,6142624,236211
1324,116125,236111
1325,6142677,237212
1326,11538982,236111
1327,6909430,238350
1328,9321626,236111
1329,6142443,236211
1330,9316704,236111
1331,9035751,236212
1332,8280475,238320
1333,6694999,236111
1334,6423104,236111
1335,8728090,236211
1336,6715424,236111
1337,9299574,236111
1338,133020,238222
1339,8996422,237213
1340,99662,238122
1341,8319609,238210
1342,8567609,238210
1343,9288801,236221
1344,6885355,236211
1345,6142544,236211
1346,8334165,238190
1347,6694998,237211
1348,8301825,238222
1349,8320528,238190
1350,60856,238210
1351,9286492,236111
1352,6142632,236221
1353,9324798,236221
1354,9295042,236221
1355,8304019,238210
1356,9277516,236111
1357,9331260,237212
1358,6694085,236221
1359,10799637,236212
1360,9330862,236211
1361,10736617,237111
1362,8219205,238320
1363,9321951,236111
1364,10138965,238222
1365,9288719,236111
1366,6142710,236111
1367,6858437,236111
1368,9040642,238210
1369,154798,238222
1370,9187668,238222
1371,7345825,238320
1372,8515463,238222
1373,6726969,236221
1374,8850016,238330
1375,6142654,236211
1376,11018703,238210
1377,65161,237131
1378,6164176,237131
1379,6142700,238122
1380,8515794,238190
1381,8594870,238190
1382,117340,238910
1383,10974055,238190
1384,10606276,238190
1385,6142698,236111
1386,6490747,237311
1387,9437280,236112
1388,9465245,236111
1389,9450390,238222
1390,6740354,236111
1391,9113974,236221
1392,9814453,237312
1393,8301677,238190
1394,9288726,236111
1395,120872,238210
1396,73615,236111
1397,10147634,238350
1398,11407731,238190
1399,10086363,238340
1400,6142599,236221
1401,8362458,238222
1402,11376454,238190
1403,11151547,238110
1404,8319814,238190
1405,9223706,238320
1406,10664254,236212
1407,8320204,238210
1408,6142582,237312
1409,6695128,237211
1410,11216006,238350
1411,65429,238290
1412,6765871,237999
1413,11472344,238210
1414,6773173,236221
1415,11535885,236112
1416,83400,236222
1417,6142511,237312
1418,10577042,238210
1419,6959031,238210
1420,10535950,238130
1421,6142448,236221
1422,11239217,237112
1423,9394839,238390
1424,10846291,236111
1425,10110639,237211
1426,6142743,236221
1427,9321303,236221
1428,9278574,236221
1429,7078329,238190
1430,6714236,236211
1431,9440935,236211
1432,9445220,236221
1433,6860875,237312
1434,6739930,237111
1435,6142565,236211
1436,11501403,237312
1437,11124048,238210
1438,9486284,238210
1439,9322158,236111
1440,11064482,237311
1441,9504506,237111
1442,6164193,236211
1443,10368213,237212
1444,6142542,236111
1445,9320260,236112
1446,6142492,237212
1447,9306570,237211
1448,11664239,236212
1449,59756,238390
1450,10738297,238390
1451,10138886,238390
1452,9310861,237212
1453,6142523,236221
1454,6729412,236212
1455,6164174,237312
1456,10223705,238210
1457,10125772,238190
1458,9306349,236111
1459,10314995,237211
1460,6770417,236211
1461,6728029,236111
1462,6148346,236111
1463,10057696,238190
1464,9756166,238190
1465,8301764,238350
1466,9288029,236111
1467,6142567,237131
1468,11205395,236111
1469,9787772,236111
1470,102115,237312
1471,8320178,238210
1472,10243124,238990
1473,6142739,236111
1474,6142585,237121
1475,6142727,236221
1476,6236872,311811
1477,6231075,311811
1478,7920663,311812
1479,10655414,315229
1480,8493468,311422
1481,100010,311422
1482,10193711,311830
1483,11270056,311830
1484,74977,311812
1485,127187,312112
1486,139163,311830
1487,9851336,311830
1488,145105,311830
1489,9867099,315223
1490,11634844,311999
1491,8301353,315225
1492,11598601,311812
1493,120438,312112
1494,62717,312112
1495,127096,312112
1496,143800,312113
1497,8485491,312112
1498,11619274,315225
1499,6284892,312131
1500,6508383,311710
1501,101436,311710
1502,10474312,311999
1503,6885076,311110
1504,6865334,311110
1505,7156055,311710
1506,9811162,312112
1507,122789,312112
1508,113511,312112
1509,84292,312112
1510,85914,312112
1511,118353,312112
1512,11517863,312112
1513,6915042,312112
1514,6422553,312112
1515,136430,312112
1516,136416,312112
