id(pk),tipo_asent
3706,COLONIA
3707,FRACCIONAMIENTO
3708,COLONIA
3709,COLONIA
3710,COLONIA
3711,COLONIA
3712,COLONIA
3713,COLONIA
3714,COLONIA
3715,FRACCIONAMIENTO
3716,COLONIA
3717,FRACCIONAMIENTO
3718,COLONIA
3719,FRACCIONAMIENTO
3720,FRACCIONAMIENTO
3721,COLONIA
3722,FRACCIONAMIENTO
3723,COLONIA
3724,COLONIA
3725,FRACCIONAMIENTO
3726,COLONIA
3727,COLONIA
3728,COLONIA
3729,COLONIA
3730,COLONIA
3731,COLONIA
3732,FRACCIONAMIENTO
3733,FRACCIONAMIENTO
3734,FRACCIONAMIENTO
3735,COLONIA
3736,COLONIA
3737,CIUDAD
3738,COLONIA
3739,COLONIA
3740,COLONIA
3741,COLONIA
3742,COLONIA
3743,COLONIA
3744,FRACCIONAMIENTO
3745,COLONIA
3746,COLONIA
3747,FRACCIONAMIENTO
3748,FRACCIONAMIENTO
3749,FRACCIONAMIENTO
3750,COLONIA
3751,COLONIA
3752,FRACCIONAMIENTO
3753,COLONIA
3754,EJIDO
3755,EJIDO
3756,COLONIA
3757,COLONIA
3758,FRACCIONAMIENTO
3759,COLONIA
3760,FRACCIONAMIENTO
3761,COLONIA
3762,COLONIA
3763,COLONIA
3764,COLONIA
3765,FRACCIONAMIENTO
3766,FRACCIONAMIENTO
3767,COLONIA
3768,COLONIA
3769,COLONIA
3770,COLONIA
3771,FRACCIONAMIENTO
3772,COLONIA
3773,COLONIA
3774,COLONIA
3775,FRACCIONAMIENTO
3776,COLONIA
3777,PUEBLO
3778,FRACCIONAMIENTO
3779,COLONIA
3780,COLONIA
3781,EJIDO
3782,EJIDO
3783,EJIDO
3784,COLONIA
3785,COLONIA
3786,FRACCIONAMIENTO
3787,COLONIA
3788,COLONIA
3789,FRACCIONAMIENTO
3790,FRACCIONAMIENTO
3791,COLONIA
3792,COLONIA
3793,COLONIA
3794,PARQUE INDUSTRIAL
3795,COLONIA
3796,COLONIA
3797,COLONIA
3798,COLONIA
3799,COLONIA
3800,COLONIA
3801,FRACCIONAMIENTO
3802,COLONIA
3803,FRACCIONAMIENTO
3804,COLONIA
3805,COLONIA
3806,EJIDO
3807,COLONIA
3808,COLONIA
3809,COLONIA
3810,COLONIA
3811,COLONIA
3812,COLONIA
3813,COLONIA
3814,COLONIA
3815,FRACCIONAMIENTO
3816,COLONIA
3817,COLONIA
3818,PUEBLO
3819,COLONIA
3820,FRACCIONAMIENTO
3821,COLONIA
3822,UNIDAD
3823,COLONIA
3824,FRACCIONAMIENTO
3825,COLONIA
3826,COLONIA
3827,COLONIA
3828,COLONIA
3829,FRACCIONAMIENTO
3830,EJIDO
3831,COLONIA
3832,FRACCIONAMIENTO
3833,LOCALIDAD
3834,COLONIA
3835,FRACCION
3836,COLONIA
3837,COLONIA
3838,COLONIA
3839,COLONIA
3840,EJIDO
3841,COLONIA
3842,COLONIA
3843,COLONIA
3844,COLONIA
3845,COLONIA
3846,FRACCIONAMIENTO
3847,COLONIA
3848,COLONIA
3849,COLONIA
3850,COLONIA
3851,COLONIA
3852,COLONIA
3853,COLONIA
3854,EJIDO
3855,FRACCIONAMIENTO
3856,FRACCIONAMIENTO
3857,COLONIA
3858,COLONIA
3859,COLONIA
3860,COLONIA
3861,EJIDO
3862,COLONIA
3863,COLONIA
3864,COLONIA
3865,FRACCION
3866,COLONIA
3867,COLONIA
3868,COLONIA
3869,COLONIA
3870,CUARTEL
3871,COLONIA
3872,COLONIA
3873,COLONIA
3874,CIUDAD
3875,COLONIA
3876,COLONIA
3877,AMPLIACION
3878,AMPLIACION
3879,COLONIA
3880,CONDOMINIO
3881,COLONIA
3882,COLONIA
3883,FRACCIONAMIENTO
3884,COLONIA
3885,CIUDAD INDUSTRIAL
3886,COLONIA
3887,COLONIA
3888,COLONIA
3889,COLONIA
3890,COLONIA
3891,COLONIA
3892,FRACCIONAMIENTO
3893,FRACCIONAMIENTO
3894,COLONIA
3895,EJIDO
3896,COLONIA
3897,COLONIA
3898,FRACCIONAMIENTO
3899,COLONIA
3900,AMPLIACION
3901,FRACCIONAMIENTO
3902,COLONIA
3903,COLONIA
3904,FRACCIONAMIENTO
3905,COLONIA
3906,COLONIA
3907,COLONIA
3908,COLONIA
3909,MANZANA
3910,COLONIA
3911,COLONIA
3912,FRACCIONAMIENTO
3913,COLONIA
3914,COLONIA
3915,COLONIA
3916,COLONIA
3917,COLONIA
3918,COLONIA
3919,COLONIA
3920,COLONIA
3921,FRACCIONAMIENTO
3922,EJIDO
3923,COLONIA
3924,COLONIA
3925,COLONIA
3926,COLONIA
3927,COLONIA
3928,COLONIA
3929,COLONIA
3930,COLONIA
3931,COLONIA
3932,COLONIA
3933,COLONIA
3934,FRACCIONAMIENTO
3935,COLONIA
3936,FRACCIONAMIENTO
3937,COLONIA
3938,COLONIA
3939,FRACCIONAMIENTO
3940,COLONIA
3941,COLONIA
3942,COLONIA
3943,COLONIA
3944,COLONIA
3945,COLONIA
3946,COLONIA
3947,FRACCIONAMIENTO
3948,FRACCIONAMIENTO
3949,PUEBLO
3950,COLONIA
3951,COLONIA
3952,COLONIA
3953,COLONIA
3954,COLONIA
3955,FRACCIONAMIENTO
3956,COLONIA
3957,COLONIA
3958,COLONIA
3959,COLONIA
3960,COLONIA
3961,COLONIA
3962,COLONIA
3963,COLONIA
3964,COLONIA
3965,FRACCIONAMIENTO
3966,COLONIA
3967,COLONIA
3968,COLONIA
3969,COLONIA
3970,COLONIA
3971,COLONIA
3972,FRACCIONAMIENTO
3973,COLONIA
3974,FRACCIONAMIENTO
3975,FRACCIONAMIENTO
3976,COLONIA
3977,COLONIA
3978,COLONIA
3979,COLONIA
3980,COLONIA
3981,COLONIA
3982,COLONIA
3983,COLONIA
3984,COLONIA
3985,COLONIA
3986,COLONIA
3987,COLONIA
3988,COLONIA
3989,COLONIA
3990,COLONIA
3991,COLONIA
3992,COLONIA
3993,FRACCIONAMIENTO
3994,COLONIA
3995,COLONIA
3996,COLONIA
3997,COLONIA
3998,FRACCIONAMIENTO
3999,COLONIA
4000,COLONIA
4001,EJIDO
4002,COLONIA
4003,COLONIA
4004,EJIDO
4005,COLONIA
4006,FRACCIONAMIENTO
4007,FRACCIONAMIENTO
4008,COLONIA
4009,COLONIA
4010,FRACCIONAMIENTO
4011,FRACCIONAMIENTO
4012,PUEBLO
4013,COLONIA
4014,COLONIA
4015,COLONIA
4016,FRACCIONAMIENTO
4017,COLONIA
4018,FRACCIONAMIENTO
4019,COLONIA
4020,EJIDO
4021,FRACCIONAMIENTO
4022,COLONIA
4023,COLONIA
4024,COLONIA
4025,COLONIA
4026,COLONIA
4027,COLONIA
4028,COLONIA
4029,COLONIA
4030,COLONIA
4031,FRACCIONAMIENTO
4032,COLONIA
4033,COLONIA
4034,COLONIA
4035,COLONIA
4036,COLONIA
4037,COLONIA
4038,RANCHO
4039,COLONIA
4040,COLONIA
4041,COLONIA
4042,UNIDAD HABITACIONAL
4043,COLONIA
4044,COLONIA
4045,COLONIA
4046,COLONIA
4047,COLONIA
4048,COLONIA
4049,COLONIA
4050,FRACCIONAMIENTO
4051,COLONIA
4052,COLONIA
4053,COLONIA
4054,COLONIA
4055,COLONIA
4056,PUEBLO
4057,FRACCIONAMIENTO
4058,EJIDO
4059,LOCALIDAD
4060,COLONIA
4061,COLONIA
4062,EJIDO
4063,FRACCIONAMIENTO
4064,FRACCIONAMIENTO
4065,COLONIA
4066,COLONIA
4067,COLONIA
4068,AEROPUERTO
4069,COLONIA
4070,ZONA COMERCIAL
4071,FRACCIONAMIENTO
4072,FRACCIONAMIENTO
4073,COLONIA
4074,COLONIA
4075,FRACCIONAMIENTO
4076,COLONIA
4077,COLONIA
4078,FRACCIONAMIENTO
4079,COLONIA
4080,CONDOMINIO
4081,CONDOMINIO
4082,FRACCIONAMIENTO
4083,COLONIA
4084,COLONIA
4085,COLONIA
4086,COLONIA
4087,COLONIA
4088,COLONIA
4089,COLONIA
4090,PRIVADA
4091,FRACCIONAMIENTO
4092,COLONIA
4093,FRACCIONAMIENTO
4094,COLONIA
4095,PUEBLO
4096,COLONIA
4097,PUEBLO
4098,COLONIA
4099,COLONIA
4100,COLONIA
4101,COLONIA
4102,RESIDENCIAL
4103,COLONIA
4104,PARQUE INDUSTRIAL
4105,COLONIA
4106,COLONIA
4107,COLONIA
4108,COLONIA
4109,FRACCIONAMIENTO
4110,CIUDAD
4111,COLONIA
4112,COLONIA
4113,COLONIA
4114,COLONIA
4115,COLONIA
4116,COLONIA
4117,FRACCIONAMIENTO
4118,COLONIA
4119,MANZANA
4120,COLONIA
4121,COLONIA
4122,COLONIA
4123,COLONIA
4124,COLONIA
4125,COLONIA
4126,COLONIA
4127,COLONIA
4128,COLONIA
4129,FRACCIONAMIENTO
4130,COLONIA
4131,COLONIA
4132,COLONIA
4133,FRACCIONAMIENTO
4134,FRACCIONAMIENTO
4135,COLONIA
4136,COLONIA
4137,FRACCIONAMIENTO
4138,COLONIA
4139,FRACCIONAMIENTO
4140,COLONIA
4141,FRACCIONAMIENTO
4142,COLONIA
4143,COLONIA
4144,COLONIA
4145,COLONIA
4146,FRACCIONAMIENTO
4147,FRACCIONAMIENTO
4148,PARQUE INDUSTRIAL
4149,UNIDAD HABITACIONAL
4150,COLONIA
4151,COLONIA
4152,FRACCIONAMIENTO
4153,COLONIA
4154,COLONIA
4155,COLONIA
4156,COLONIA
4157,COLONIA
4158,COLONIA
4159,COLONIA
4160,COLONIA
4161,COLONIA
4162,COLONIA
4163,CIUDAD
4164,COLONIA
4165,COLONIA
4166,FRACCIONAMIENTO
4167,COLONIA
4168,COLONIA
4169,COLONIA
4170,COLONIA
4171,COLONIA
4172,COLONIA
4173,COLONIA
4174,COLONIA
4175,COLONIA
4176,LOCALIDAD
4177,PUEBLO
4178,COLONIA
4179,COLONIA
4180,COLONIA
4181,FRACCIONAMIENTO
4182,COLONIA
4183,PUERTO
4184,FRACCIONAMIENTO
4185,FRACCIONAMIENTO
4186,FRACCIONAMIENTO
4187,FRACCIONAMIENTO
4188,COLONIA
4189,LOCALIDAD
4190,FRACCIONAMIENTO
4191,PUEBLO
4192,EJIDO
4193,FRACCIONAMIENTO
4194,FRACCIONAMIENTO
4195,COLONIA
4196,COLONIA
4197,COLONIA
4198,FRACCIONAMIENTO
4199,COLONIA
4200,COLONIA
4201,COLONIA
4202,EJIDO
4203,EJIDO
4204,COLONIA
4205,COLONIA
4206,COLONIA
4207,COLONIA
4208,COLONIA
4209,FRACCIONAMIENTO
4210,COLONIA
4211,COLONIA
4212,COLONIA
4213,COLONIA
4214,COLONIA
4215,COLONIA
4216,COLONIA
4217,COLONIA
4218,COLONIA
4219,COLONIA
4220,COLONIA
4221,LOCALIDAD
4222,COLONIA
4223,COLONIA
4224,COLONIA
4225,FRACCIONAMIENTO
4226,COLONIA
4227,COLONIA
4228,COLONIA
4229,COLONIA
4230,COLONIA
4231,COLONIA
4232,COLONIA
4233,COLONIA
4234,PUEBLO
4235,EJIDO
4236,FRACCIONAMIENTO
4237,COLONIA
4238,FRACCIONAMIENTO
4239,FRACCIONAMIENTO
4240,COLONIA
4241,FRACCIONAMIENTO
4242,EJIDO
4243,COLONIA
4244,COLONIA
4245,FRACCIONAMIENTO
4246,COLONIA
4247,FRACCIONAMIENTO
4248,COLONIA
4249,COLONIA
4250,FRACCIONAMIENTO
4251,COLONIA
4252,FRACCIONAMIENTO
4253,EJIDO
4254,COLONIA
4255,EJIDO
4256,COLONIA
4257,COLONIA
4258,COLONIA
4259,COLONIA
4260,COLONIA
4261,COLONIA
4262,COLONIA
4263,COLONIA
4264,PUEBLO
4265,COLONIA
4266,FRACCIONAMIENTO
4267,FRACCIONAMIENTO
4268,COLONIA
4269,FRACCIONAMIENTO
4270,COLONIA
4271,COLONIA
4272,COLONIA
4273,COLONIA
4274,COLONIA
4275,FRACCIONAMIENTO
4276,COLONIA
4277,COLONIA
4278,COLONIA
4279,COLONIA
4280,COLONIA
4281,COLONIA
4282,COLONIA
4283,FRACCIONAMIENTO
4284,CIUDAD
4285,COLONIA
4286,COLONIA
4287,COLONIA
4288,COLONIA
4289,COLONIA
4290,FRACCIONAMIENTO
4291,COLONIA
4292,FRACCIONAMIENTO
4293,FRACCIONAMIENTO
4294,CIUDAD
4295,EJIDO
4296,COLONIA
4297,COLONIA
4298,COLONIA
4299,COLONIA
4300,COLONIA
4301,FRACCIONAMIENTO
4302,COLONIA
4303,COLONIA
4304,COLONIA
4305,FRACCIONAMIENTO
4306,LOCALIDAD
4307,COLONIA
4308,COLONIA
4309,EJIDO
4310,COLONIA
4311,COLONIA
4312,COLONIA
4313,CIUDAD INDUSTRIAL
4314,COLONIA
4315,COLONIA
4316,COLONIA
4317,FRACCIONAMIENTO
4318,FRACCIONAMIENTO
4319,COLONIA
4320,CIUDAD
4321,RESIDENCIAL
4322,COLONIA
4323,RESIDENCIAL
4324,ZONA COMERCIAL
4325,COLONIA
4326,COLONIA
4327,CIUDAD INDUSTRIAL
4328,COLONIA
4329,COLONIA
4330,COLONIA
4331,COLONIA
4332,FRACCIONAMIENTO
4333,COLONIA
4334,COLONIA
4335,COLONIA
4336,FRACCIONAMIENTO
4337,FRACCIONAMIENTO
4338,COLONIA
4339,COLONIA
4340,COLONIA
4341,COLONIA
4342,FRACCIONAMIENTO
4343,FRACCIONAMIENTO
4344,RESIDENCIAL
4345,COLONIA
4346,EJIDO
4347,COLONIA
4348,COLONIA
4349,COLONIA
4350,EJIDO
4351,COLONIA
4352,COLONIA
4353,FRACCIONAMIENTO
4354,FRACCIONAMIENTO
4355,COLONIA
4356,COLONIA
4357,COLONIA
4358,COLONIA
4359,FRACCIONAMIENTO
4360,EJIDO
4361,COLONIA
4362,COLONIA
4363,COLONIA
4364,PUEBLO
4365,FRACCIONAMIENTO
4366,FRACCIONAMIENTO
4367,EJIDO
4368,FRACCIONAMIENTO
4369,FRACCIONAMIENTO
4370,FRACCIONAMIENTO
4371,FRACCIONAMIENTO
4372,COLONIA
4373,COLONIA
4374,COLONIA
4375,COLONIA
4376,FRACCIONAMIENTO
4377,FRACCIONAMIENTO
4378,FRACCIONAMIENTO
4379,FRACCIONAMIENTO
4380,COLONIA
4381,PUEBLO
4382,COLONIA
4383,FRACCIONAMIENTO
4384,COLONIA
4385,FRACCIONAMIENTO
4386,COLONIA
4387,FRACCIONAMIENTO
4388,COLONIA
4389,CIUDAD
4390,COLONIA
4391,COLONIA
4392,COLONIA
4393,COLONIA
4394,COLONIA
4395,FRACCIONAMIENTO
4396,COLONIA
4397,COLONIA
4398,EJIDO
4399,FRACCIONAMIENTO
4400,COLONIA
4401,COLONIA
4402,COLONIA
4403,COLONIA
4404,COLONIA
4405,FRACCIONAMIENTO
4406,COLONIA
4407,COLONIA
4408,COLONIA
4409,FRACCIONAMIENTO
4410,COLONIA
4411,COLONIA
4412,COLONIA
4413,COLONIA
4414,COLONIA
4415,FRACCIONAMIENTO
4416,COLONIA
4417,COLONIA
4418,COLONIA
4419,COLONIA
4420,COLONIA
4421,COLONIA
4422,COLONIA
4423,FRACCIONAMIENTO
4424,FRACCIONAMIENTO
4425,COLONIA
4426,COLONIA
4427,COLONIA
4428,COLONIA
4429,COLONIA
4430,COLONIA
4431,FRACCIONAMIENTO
4432,COLONIA
4433,CIUDAD
4434,COLONIA
4435,CIUDAD
4436,COLONIA
4437,COLONIA
4438,COLONIA
4439,COLONIA
4440,COLONIA
4441,FRACCIONAMIENTO
4442,AMPLIACION
4443,FRACCIONAMIENTO
4444,COLONIA
4445,FRACCIONAMIENTO
4446,FRACCIONAMIENTO
4447,COLONIA
4448,COLONIA
4449,FRACCIONAMIENTO
4450,LOCALIDAD
4451,COLONIA
4452,COLONIA
4453,COLONIA
4454,COLONIA
4455,COLONIA
4456,COLONIA
4457,COLONIA
4458,FRACCIONAMIENTO
4459,COLONIA
4460,EJIDO
4461,COLONIA
4462,COLONIA
4463,COLONIA
4464,COLONIA
4465,COLONIA
4466,COLONIA
4467,COLONIA
4468,COLONIA
4469,FRACCIONAMIENTO
4470,FRACCIONAMIENTO
4471,COLONIA
4472,CIUDAD
4473,COLONIA
4474,COLONIA
4475,COLONIA
4476,COLONIA
4477,COLONIA
4478,COLONIA
4479,COLONIA
4480,COLONIA
4481,COLONIA
4482,COLONIA
4483,COLONIA
4484,COLONIA
4485,COLONIA
4486,COLONIA
4487,COLONIA
4488,COLONIA
4489,COLONIA
4490,COLONIA
4491,LOCALIDAD
4492,COLONIA
4493,COLONIA
4494,FRACCIONAMIENTO
4495,COLONIA
4496,FRACCIONAMIENTO
4497,COLONIA
4498,COLONIA
4499,COLONIA
4500,COLONIA
4501,COLONIA
4502,PUEBLO
4503,COLONIA
4504,COLONIA
4505,COLONIA
4506,FRACCIONAMIENTO
4507,COLONIA
4508,CIUDAD
4509,COLONIA
4510,COLONIA
4511,EJIDO
4512,COLONIA
4513,COLONIA
4514,COLONIA
4515,EJIDO
4516,FRACCIONAMIENTO
4517,COLONIA
4518,COLONIA
4519,COLONIA
4520,COLONIA
4521,COLONIA
4522,COLONIA
4523,COLONIA
4524,COLONIA
4525,COLONIA
4526,COLONIA
4527,COLONIA
4528,COLONIA
4529,CIUDAD
4530,COLONIA
4531,FRACCIONAMIENTO
4532,COLONIA
4533,COLONIA
4534,COLONIA
4535,FRACCIONAMIENTO
4536,FRACCIONAMIENTO
4537,COLONIA
4538,PUEBLO
4539,ZONA COMERCIAL
4540,COLONIA
4541,COLONIA
4542,EJIDO
4543,COLONIA
4544,FRACCIONAMIENTO
4545,COLONIA
4546,CONDOMINIO
4547,FRACCIONAMIENTO
4548,FRACCIONAMIENTO
4549,COLONIA
4550,FRACCIONAMIENTO
4551,FRACCIONAMIENTO
4552,COLONIA
4553,CIUDAD
4554,PRIVADA
4555,FRACCIONAMIENTO
4556,EJIDO
4557,COLONIA
4558,COLONIA
4559,FRACCIONAMIENTO
4560,COLONIA
4561,FRACCIONAMIENTO
4562,COLONIA
4563,COLONIA
4564,FRACCIONAMIENTO
4565,COLONIA
4566,COLONIA
4567,FRACCIONAMIENTO
4568,FRACCIONAMIENTO
4569,COLONIA
4570,COLONIA
4571,COLONIA
4572,COLONIA
4573,COLONIA
4574,COLONIA
4575,COLONIA
4576,COLONIA
4577,COLONIA
4578,COLONIA
4579,COLONIA
4580,FRACCIONAMIENTO
4581,COLONIA
4582,EJIDO
4583,COLONIA
4584,FRACCIONAMIENTO
4585,COLONIA
4586,COLONIA
4587,COLONIA
4588,COLONIA
4589,COLONIA
4590,FRACCIONAMIENTO
4591,COLONIA
4592,COLONIA
4593,COLONIA
4594,COLONIA
4595,COLONIA
4596,FRACCIONAMIENTO
4597,
4598,COLONIA
4599,FRACCIONAMIENTO
4600,COLONIA
4601,COLONIA
4602,CIUDAD
4603,COLONIA
4604,CONDOMINIO
4605,FRACCIONAMIENTO
4606,FRACCIONAMIENTO
4607,COLONIA
4608,COLONIA
4609,PUEBLO
4610,COLONIA
4611,FRACCIONAMIENTO
4612,AMPLIACION
4613,FRACCIONAMIENTO
4614,COLONIA
4615,COLONIA
4616,COLONIA
4617,FRACCIONAMIENTO
4618,COLONIA
4619,COLONIA
4620,FRACCIONAMIENTO
4621,RESIDENCIAL
4622,COLONIA
4623,COLONIA
4624,COLONIA
4625,COLONIA
4626,COLONIA
4627,COLONIA
4628,COLONIA
4629,COLONIA
4630,FRACCIONAMIENTO
4631,COLONIA
4632,COLONIA
4633,COLONIA
4634,COLONIA
4635,COLONIA
4636,COLONIA
4637,FRACCIONAMIENTO
4638,CIUDAD
4639,FRACCIONAMIENTO
4640,COLONIA
4641,COLONIA
4642,FRACCIONAMIENTO
4643,COLONIA
4644,COLONIA
4645,FRACCIONAMIENTO
4646,FRACCIONAMIENTO
4647,FRACCIONAMIENTO
4648,COLONIA
4649,COLONIA
4650,FRACCIONAMIENTO
4651,COLONIA
4652,COLONIA
4653,COLONIA
4654,COLONIA
4655,COLONIA
4656,COLONIA
4657,FRACCIONAMIENTO
4658,COLONIA
4659,COLONIA
4660,COLONIA
4661,COLONIA
4662,COLONIA
4663,COLONIA
4664,COLONIA
4665,FRACCIONAMIENTO
4666,PUEBLO
4667,COLONIA
4668,COLONIA
4669,FRACCIONAMIENTO
4670,COLONIA
4671,FRACCIONAMIENTO
4672,COLONIA
4673,COLONIA
4674,COLONIA
4675,COLONIA
4676,COLONIA
4677,COLONIA
4678,FRACCIONAMIENTO
4679,COLONIA
4680,FRACCIONAMIENTO
4681,COLONIA
4682,FRACCIONAMIENTO
4683,COLONIA
4684,COLONIA
4685,COLONIA
4686,FRACCIONAMIENTO
4687,FRACCIONAMIENTO
4688,FRACCIONAMIENTO
4689,FRACCIONAMIENTO
4690,FRACCIONAMIENTO
4691,FRACCIONAMIENTO
4692,FRACCIONAMIENTO
4693,COLONIA
4694,COLONIA
4695,COLONIA
4696,COLONIA
4697,COLONIA
4698,EJIDO
4699,FRACCIONAMIENTO
4700,COLONIA
4701,FRACCIONAMIENTO
4702,EJIDO
4703,COLONIA
4704,COLONIA
4705,COLONIA
4706,COLONIA
4707,AMPLIACION
4708,UNIDAD HABITACIONAL
4709,COLONIA
4710,EJIDO
4711,COLONIA
4712,COLONIA
4713,FRACCIONAMIENTO
4714,EJIDO
4715,COLONIA
4716,COLONIA
4717,FRACCIONAMIENTO
4718,COLONIA
4719,COLONIA
4720,COLONIA
4721,FRACCIONAMIENTO
4722,FRACCIONAMIENTO
4723,COLONIA
4724,COLONIA
4725,COLONIA
4726,COLONIA
4727,FRACCIONAMIENTO
4728,FRACCIONAMIENTO
4729,FRACCIONAMIENTO
4730,COLONIA
4731,COLONIA
4732,COLONIA
4733,COLONIA
4734,EJIDO
4735,COLONIA
4736,FRACCIONAMIENTO
4737,FRACCIONAMIENTO
4738,COLONIA
4739,FRACCIONAMIENTO
4740,COLONIA
4741,FRACCIONAMIENTO
4742,LOCALIDAD
4743,COLONIA
4744,COLONIA
4745,CIUDAD
4746,COLONIA
4747,COLONIA
4748,AMPLIACION
4749,EJIDO
4750,COLONIA
4751,COLONIA
4752,FRACCIONAMIENTO
4753,COLONIA
4754,COLONIA
4755,AEROPUERTO
4756,COLONIA
4757,COLONIA
4758,COLONIA
4759,COLONIA
4760,COLONIA
4761,COLONIA
4762,FRACCIONAMIENTO
4763,COLONIA
4764,FRACCIONAMIENTO
4765,COLONIA
4766,FRACCIONAMIENTO
4767,COLONIA
4768,COLONIA
4769,COLONIA
4770,COLONIA
4771,COLONIA
4772,COLONIA
4773,COLONIA
4774,FRACCIONAMIENTO
4775,COLONIA
4776,COLONIA
4777,EJIDO
4778,COLONIA
4779,COLONIA
4780,FRACCIONAMIENTO
4781,COLONIA
4782,COLONIA
4783,COLONIA
4784,FRACCIONAMIENTO
4785,FRACCIONAMIENTO
4786,COLONIA
4787,EJIDO
4788,FRACCIONAMIENTO
4789,COLONIA
4790,COLONIA
4791,FRACCIONAMIENTO
4792,COLONIA
4793,GRANJA
4794,FRACCIONAMIENTO
4795,COLONIA
4796,COLONIA
4797,FRACCIONAMIENTO
4798,FRACCIONAMIENTO
4799,COLONIA
4800,FRACCIONAMIENTO
4801,COLONIA
4802,COLONIA
4803,COLONIA
4804,COLONIA
4805,COLONIA
4806,COLONIA
4807,COLONIA
4808,CIUDAD
4809,EJIDO
4810,FRACCIONAMIENTO
4811,COLONIA
4812,COLONIA
4813,AMPLIACION
4814,FRACCIONAMIENTO
4815,PUEBLO
4816,COLONIA
4817,COLONIA
4818,FRACCIONAMIENTO
4819,COLONIA
4820,COLONIA
4821,
4822,COLONIA
4823,COLONIA
4824,FRACCIONAMIENTO
4825,LOCALIDAD
4826,PUEBLO
4827,COLONIA
4828,COLONIA
4829,
4830,COLONIA
4831,CIUDAD
4832,COLONIA
4833,COLONIA
4834,COLONIA
4835,COLONIA
4836,CIUDAD
4837,EJIDO
4838,PUEBLO
4839,COLONIA
4840,COLONIA
4841,COLONIA
4842,COLONIA
4843,COLONIA
4844,COLONIA
4845,COLONIA
4846,COLONIA
4847,EJIDO
4848,LOCALIDAD
4849,COLONIA
4850,COLONIA
4851,COLONIA
4852,COLONIA
4853,COLONIA
4854,FRACCIONAMIENTO
4855,COLONIA
4856,COLONIA
4857,COLONIA
4858,COLONIA
4859,COLONIA
4860,COLONIA
4861,COLONIA
4862,COLONIA
4863,COLONIA
4864,PUEBLO
4865,COLONIA
4866,COLONIA
4867,FRACCIONAMIENTO
4868,COLONIA
4869,EJIDO
4870,COLONIA
4871,COLONIA
4872,AMPLIACION
4873,COLONIA
4874,CIUDAD
4875,COLONIA
4876,FRACCIONAMIENTO
4877,FRACCIONAMIENTO
4878,COLONIA
4879,COLONIA
4880,COLONIA
4881,COLONIA
4882,COLONIA
4883,FRACCIONAMIENTO
4884,COLONIA
4885,COLONIA
4886,COLONIA
4887,COLONIA
4888,COLONIA
4889,COLONIA
4890,COLONIA
4891,COLONIA
4892,COLONIA
4893,COLONIA
4894,COLONIA
4895,COLONIA
4896,COLONIA
4897,COLONIA
4898,COLONIA
4899,COLONIA
4900,COLONIA
4901,COLONIA
4902,COLONIA
4903,COLONIA
4904,COLONIA
4905,COLONIA
4906,COLONIA
4907,COLONIA
4908,COLONIA
4909,COLONIA
4910,COLONIA
4911,COLONIA
4912,EJIDO
4913,COLONIA
4914,COLONIA
4915,FRACCIONAMIENTO
4916,COLONIA
4917,COLONIA
4918,COLONIA
4919,FRACCIONAMIENTO
4920,COLONIA
4921,COLONIA
4922,FRACCIONAMIENTO
4923,COLONIA
4924,COLONIA
4925,COLONIA
4926,COLONIA
4927,COLONIA
4928,FRACCIONAMIENTO
4929,FRACCIONAMIENTO
4930,COLONIA
4931,AMPLIACION
4932,FRACCIONAMIENTO
4933,COLONIA
4934,COLONIA
4935,COLONIA
4936,FRACCIONAMIENTO
4937,COLONIA
4938,FRACCIONAMIENTO
4939,COLONIA
4940,COLONIA
4941,CIUDAD
4942,COLONIA
4943,FRACCIONAMIENTO
4944,CIUDAD
4945,FRACCIONAMIENTO
4946,COLONIA
4947,COLONIA
4948,COLONIA
4949,COLONIA
4950,COLONIA
4951,COLONIA
4952,AMPLIACION
4953,FRACCIONAMIENTO
4954,FRACCIONAMIENTO
4955,FRACCIONAMIENTO
4956,FRACCIONAMIENTO
4957,COLONIA
4958,PUEBLO
4959,COLONIA
4960,COLONIA
4961,COLONIA
4962,FRACCIONAMIENTO
4963,FRACCIONAMIENTO
4964,COLONIA
4965,COLONIA
4966,FRACCIONAMIENTO
4967,COLONIA
4968,COLONIA
4969,COLONIA
4970,COLONIA
4971,COLONIA
4972,COLONIA
4973,COLONIA
4974,COLONIA
4975,COLONIA
4976,AMPLIACION
4977,PROLONGACION
4978,COLONIA
4979,COLONIA
4980,COLONIA
4981,FRACCIONAMIENTO
4982,COLONIA
4983,COLONIA
4984,COLONIA
4985,COLONIA
4986,COLONIA
4987,COLONIA
4988,EJIDO
4989,FRACCIONAMIENTO
4990,COLONIA
4991,COLONIA
4992,COLONIA
4993,COLONIA
4994,COLONIA
4995,EJIDO
4996,COLONIA
4997,COLONIA
4998,PUEBLO
4999,COLONIA
5000,COLONIA
5001,FRACCIONAMIENTO
5002,FRACCIONAMIENTO
5003,COLONIA
5004,COLONIA
5005,COLONIA
5006,FRACCIONAMIENTO
5007,COLONIA
5008,COLONIA
5009,COLONIA
5010,COLONIA
5011,COLONIA
5012,COLONIA
5013,COLONIA
5014,FRACCIONAMIENTO
5015,COLONIA
5016,FRACCIONAMIENTO
5017,CIUDAD
5018,COLONIA
5019,COLONIA
5020,FRACCIONAMIENTO
5021,COLONIA
5022,COLONIA
5023,COLONIA
5024,COLONIA
5025,FRACCIONAMIENTO
